USER_NAME,OBJECT_NAME,OBJECT_PATH,QUERY_NAME,DATASOURCE,DB_USER,TABLE_NAME,TABLE_SHORT_NAME,SCHEMA_NAME
DoLong,DDH Awarded,/Financial Services/Billing/DDH Awarded,Query3,AUSLIVE,hyperion,AR_CLUB_GROUP,AR_CLUB_GROUP,
KCalmy,DDH Awarded,/Financial Services/Billing/DDH Awarded,Query2,AUSLIVE,hyperion,AR_CLUB_GROUP,AR_CLUB_GROUP,
KCalmy,DDH Awarded,/Financial Services/Billing/DDH Awarded,Query3,AUSLIVE,hyperion,AR_CLUB_GROUP,AR_CLUB_GROUP,
MarArdizzone,SegCount Test,/Yield Management/Inventory Ops/SegCount Test,Query,AUSLIVE,hyperion,ATLAS.ATL_SEGMENT_CHANGE_TYPE,ATL_SEGMENT_CHANGE_TYPE,ATLAS
SGarcia,PXP Transactions Today,/IT Implementation/Output Reports/PXP Transactions Today,Failed Swipe Yesterday,DRIATLASREPORT,hyperion,CCI.CCII_AUTH_RECORD,CCII_AUTH_RECORD,CCI
SGarcia,PXP Transactions v6.1,/IT Implementation/Output Reports/PXP Transactions v6.1,Detail Charts 10,DRIATLASREPORT,hyperion,CCI.CCII_AUTH_RECORD,CCII_AUTH_RECORD,CCI
SGarcia,PXP Transactions v6.1,/IT Implementation/Output Reports/PXP Transactions v6.1,Failed Swipe Yesterday,DRIATLASREPORT,hyperion,CCI.CCII_AUTH_RECORD,CCII_AUTH_RECORD,CCI
SGarcia,PXP Transactions v6.1,/IT Implementation/Output Reports/PXP Transactions v6.1,Failed Swipe week,DRIATLASREPORT,hyperion,CCI.CCII_AUTH_RECORD,CCII_AUTH_RECORD,CCI
DSchetter,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER,CCIML_MERCHANT_NUMBER,CCI
DSchetter,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER,CCIML_MERCHANT_NUMBER,CCI
KCalmy,CardX Trans Report,/IT QA/IT-Billing/Automated Jobs/CardX Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER,CCIML_MERCHANT_NUMBER,CCI
KCalmy,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER,CCIML_MERCHANT_NUMBER,CCI
KCalmy,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER,CCIML_MERCHANT_NUMBER,CCI
KCalmy,DRIAUSLIVE.oce,/Administrator/OCE files/DRIAUSLIVE.oce,Query,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER,CCIML_MERCHANT_NUMBER,CCI
KCalmy,DRIAUSLIVE.oce,/Administrator/OCE files/DRIAUSLIVE.oce,Query2,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER,CCIML_MERCHANT_NUMBER,CCI
DSchetter,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
DSchetter,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
EBantug,__MONTHLY BILLING PMT REPORT,/Financial Services/Payment Processing/__MONTHLY BILLING PMT REPORT,Query7,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
KCalmy,CardX Trans Report,/IT QA/IT-Billing/Automated Jobs/CardX Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
KCalmy,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
KCalmy,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
KCalmy,DRIAUSLIVE.oce,/Administrator/OCE files/DRIAUSLIVE.oce,Query,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
KCalmy,Pending Payments.bqy,/IT QA/IT-Billing/Pending Payments.bqy,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
KCalmy,When Payment Jobs Fail,/IT QA/IT-Billing/When Payment Jobs Fail,Query5,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
KCalmy,__AUTO DEBIT PMT REPORT,/IT QA/IT-Billing/Automated Jobs/__AUTO DEBIT PMT REPORT,Query2,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
KCalmy,__AUTO DEBIT PMT REPORT,/IT QA/IT-Billing/Automated Jobs/__AUTO DEBIT PMT REPORT,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
MLeyeza,Same Day Void – Possible Duplicate Payments - 091814,/Financial Services/Payment Processing/Jobs Payment Processing/Same Day Void – Possible Duplicate Payments - 091814,CC query,DRIATLASREPORT,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
MerDouglas,ACH and CC Failed Surepay Payments,/Financial Services/Collections/NLS ReWrite Review/ACH and CC Failed Surepay Payments,[Q1]Failed CC Surepay,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
MerDouglas,Table Exploration - Auto Debit,/Financial Services/Payment Processing/Surepay/Table Exploration - Auto Debit,Query2,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
MerDouglas,Table Exploration - Auto Debit,/Financial Services/Payment Processing/Surepay/Table Exploration - Auto Debit,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
MerDouglas,__AUTO DEBIT PMT REPORT.bqy,/Financial Services/Payment Processing/__AUTO DEBIT PMT REPORT.bqy,Query2,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
MerDouglas,__AUTO DEBIT PMT REPORT.bqy,/Financial Services/Payment Processing/__AUTO DEBIT PMT REPORT.bqy,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
SGarcia,PXP Transactions Today,/IT Implementation/Output Reports/PXP Transactions Today,Failed Swipe Yesterday,DRIATLASREPORT,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
SGarcia,PXP Transactions v6.1,/IT Implementation/Output Reports/PXP Transactions v6.1,Detail Charts 10,DRIATLASREPORT,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
SGarcia,PXP Transactions v6.1,/IT Implementation/Output Reports/PXP Transactions v6.1,Failed Swipe Yesterday,DRIATLASREPORT,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
SGarcia,PXP Transactions v6.1,/IT Implementation/Output Reports/PXP Transactions v6.1,Failed Swipe week,DRIATLASREPORT,hyperion,CCI.CCIT_AUTH_TRANS,CCIT_AUTH_TRANS,CCI
BHarris,BillingReminder-Club.bqy,/Club Operations/Club Operations/Club Operations - Las Vegas/BillingReminder-Club.bqy,Pending Payments,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_DETAILS,CCIT_AUTH_TRANS_DETAILS,CCI
BHarris,BillingReminder-HOA.bqy,/Club Operations/Club Operations/Club Operations - Las Vegas/BillingReminder-HOA.bqy,Pending Payments,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_DETAILS,CCIT_AUTH_TRANS_DETAILS,CCI
BHarris,PaymentProductivity.bqy,/Club Operations/Club Operations/Club Operations - Las Vegas/PaymentProductivity.bqy,Credit Card - Real Time,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_DETAILS,CCIT_AUTH_TRANS_DETAILS,CCI
BHarris,PaymentsQuery.bqy,/Club Operations/PMR Data Conversion/PaymentsQuery.bqy,CC - Payments,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_DETAILS,CCIT_AUTH_TRANS_DETAILS,CCI
DMarett,BillingReminder-Club.bqy,/Financial Services/Billing/BillingReminder-Club.bqy,Pending Payments,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_DETAILS,CCIT_AUTH_TRANS_DETAILS,CCI
DMarett,BillingReminder-HOA.bqy,/Financial Services/Billing/BillingReminder-HOA.bqy,Pending Payments,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_DETAILS,CCIT_AUTH_TRANS_DETAILS,CCI
DSchetter,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_RECEIPT,CCIT_AUTH_TRANS_RECEIPT,CCI
DSchetter,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_RECEIPT,CCIT_AUTH_TRANS_RECEIPT,CCI
KCalmy,CardX Trans Report,/IT QA/IT-Billing/Automated Jobs/CardX Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_RECEIPT,CCIT_AUTH_TRANS_RECEIPT,CCI
KCalmy,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_RECEIPT,CCIT_AUTH_TRANS_RECEIPT,CCI
KCalmy,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_RECEIPT,CCIT_AUTH_TRANS_RECEIPT,CCI
APeterson,S Transaction.bqy,/NMC/AP/S Transaction.bqy,CCIT Settle Query,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
APeterson,S Transaction.bqy,/NMC/AP/S Transaction.bqy,Query7,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
APeterson,VEN Winning Ways bbs,/NMC/VEN Winning Ways bbs,Query Transaction,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
DSchetter,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
DSchetter,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
KCalmy,CardX Trans Report,/IT QA/IT-Billing/Automated Jobs/CardX Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
KCalmy,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
KCalmy,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
KCalmy,DRIAUSLIVE.oce,/Administrator/OCE files/DRIAUSLIVE.oce,Query,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
KCalmy,Pending Payments.bqy,/IT QA/IT-Billing/Pending Payments.bqy,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
KCalmy,Sales Exception for no Surcharge,/IT QA/IT-Billing/Automated Jobs/Sales Exception for no Surcharge,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
KCalmy,Sales Exception for no Surcharge 20191212,/IT QA/IT-Billing/Automated Jobs/Sales Exception for no Surcharge 20191212,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
MerDouglas,Delinquency_LocatingMultipleClubGroups,/Financial Services/Payment Processing/Surepay/Delinquency_LocatingMultipleClubGroups,Query2,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
MerDouglas,Surepay - multiple payers on member level.bqy,/Financial Services/Payment Processing/Surepay - multiple payers on member level.bqy,Query2,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS,CCIT_SETTLE_TRANS,CCI
ALitton,Unit Upgrade Report v06.bqy,/Yield Management/Reservations/Power Users - Reservations/Unit Upgrade Report v06.bqy,Query3,DRIATLASREPORT,hyperion,CONVERT.MOD_SPECIAL_REQUESTS_DJ,MOD_SPECIAL_REQUESTS_DJ,CONVERT
ALitton,Unit Upgrade Report v06.bqy,/Yield Management/Reservations/Power Users - Reservations/Unit Upgrade Report v06.bqy,2.Upgrade Query,DRIATLASREPORT,hyperion,CONVERT.SPEC_CODE_MAPPING,SPEC_CODE_MAPPING,CONVERT
ALitton,Unit Upgrade Report v06.bqy,/Yield Management/Reservations/Power Users - Reservations/Unit Upgrade Report v06.bqy,Query2,DRIATLASREPORT,hyperion,CONVERT.SPEC_CODE_MAPPING,SPEC_CODE_MAPPING,CONVERT
SPostlethwaite,Transient Function Rule Report PRODUCTION,/Yield Management/Yield Management EU/System Setup/PRODUCTION/Transient Function Rule Report PRODUCTION,Query2,DRIATLASREPORT,hyperion,CONVERT.S_CL_CUSTOMER_STAGE,S_CL_CUSTOMER_STAGE,CONVERT
BHarris,RecoverySummarynew.bqy,/Club Operations/PMR Data Conversion/RecoverySummarynew.bqy,RUN LAST,AUSLIVE,hyperion,DATAWH.Z_DRI_ACXIOM_CUST_PROSPECT_NEW,Z_DRI_ACXIOM_CUST_PROSPECT_NEW,DATAWH
yachavez,Legal Holds without Loans (by Lead ID),/Financial Services/DRFS/120 DPD Queries/Legal Holds without Loans (by Lead ID),Club Assessment 2019,DRISQLC_FinReporting,hyperion_svc,DBO.CF_BALANCES_BY_YEAR,CF_BALANCES_BY_YEAR,DBO
MLeyeza,Billing SOLD Pts with no Mbr_Contr_Id_,/Data Servicing/Z_OLD_DAILY_ACCT_DATA_MGT/Billing SOLD Pts with no Mbr_Contr_Id_,Query,SUNFIN,hyperion_svc,DBO.CLUB_MEMBER_POINTS,CLUB_MEMBER_POINTS,DBO
BLove,Club Member Points CSV_,/Data Servicing/Z_OLD_DAILY_ACCT_DATA_MGT/Club Member Points CSV_,Query,SUNFIN,hyperion_svc,DBO.CLUB_MEMBER_POINTS_INV_PROJ,CLUB_MEMBER_POINTS_INV_PROJ,DBO
CrChow,Volume Moved Postdate Report,/Financial Services/Collections/Jobs Collections/Volume Moved Postdate Report,Query - Loans,DRISQLC_FinReporting,hyperion_svc,DBO.COL_POSTDATES_VOL_MOVED,COL_POSTDATES_VOL_MOVED,DBO
DSchetter,Volume Moved Postdate Report,/Financial Services/Collections/Jobs Collections/Volume Moved Postdate Report,Query - Loans,DRISQLC_FinReporting,hyperion_svc,DBO.COL_POSTDATES_VOL_MOVED,COL_POSTDATES_VOL_MOVED,DBO
CrChow,Volume Moved Postdate Report,/Financial Services/Collections/Jobs Collections/Volume Moved Postdate Report,Query - Club,DRISQLC_FinReporting,hyperion_svc,DBO.COL_POSTDATES_VOL_MOVED_HOA,COL_POSTDATES_VOL_MOVED_HOA,DBO
CrChow,Volume Moved Postdate Report,/Financial Services/Collections/Jobs Collections/Volume Moved Postdate Report,Query - HOA,DRISQLC_FinReporting,hyperion_svc,DBO.COL_POSTDATES_VOL_MOVED_HOA,COL_POSTDATES_VOL_MOVED_HOA,DBO
DSchetter,Volume Moved Postdate Report,/Financial Services/Collections/Jobs Collections/Volume Moved Postdate Report,Query - Club,DRISQLC_FinReporting,hyperion_svc,DBO.COL_POSTDATES_VOL_MOVED_HOA,COL_POSTDATES_VOL_MOVED_HOA,DBO
DSchetter,Volume Moved Postdate Report,/Financial Services/Collections/Jobs Collections/Volume Moved Postdate Report,Query - HOA,DRISQLC_FinReporting,hyperion_svc,DBO.COL_POSTDATES_VOL_MOVED_HOA,COL_POSTDATES_VOL_MOVED_HOA,DBO
BLove,99 ZZ_SWAT_Delq_Step1_PII_NOT,/_IT_MKT/HYPERION_ARCHIVE/99 ZZ_SWAT_Delq_Step1_PII_NOT,Query Loans,FINREPORTINGPII,hyperion_svc,DBO.CONCORD_CANCEL_REASON,CONCORD_CANCEL_REASON,DBO
CrChow,Atlas cancels,/Financial Services/Portfolio/Jobs Portfolio/Atlas cancels,Query3,DRISQLC_FinReporting,hyperion_svc,DBO.CONCORD_CANCEL_REASON,CONCORD_CANCEL_REASON,DBO
MLeyeza,LV Atlas Active to Cxl Loans 10082018,/Financial Services/DRFS/Jobs DRFS/LV Atlas Active to Cxl Loans 10082018,Query,DRISQLC_FinReporting,hyperion_svc,DBO.CONCORD_CANCEL_REASON,CONCORD_CANCEL_REASON,DBO
jfrederickson,Atlas ACTIVE to CXL loan,/Financial Services/Central Contracts/Atlas ACTIVE to CXL loan,Query,SUNFIN,hyperion_svc,DBO.CONCORD_CANCEL_REASON,CONCORD_CANCEL_REASON,DBO
malvarenga,NEW Wrap Loans for review 032615,/Financial Services/Portfolio/Jobs Portfolio/_Harland Archive/NEW Wrap Loans for review 032615,Query5,FINREPORTINGPII,hyperion_svc,DBO.CONCORD_CANCEL_REASON,CONCORD_CANCEL_REASON,DBO
malvarenga,Wrap Loans for review,/Financial Services/Portfolio/Jobs Portfolio/Wrap Loans for review,Query5,FINREPORTINGPII,hyperion_svc,DBO.CONCORD_CANCEL_REASON,CONCORD_CANCEL_REASON,DBO
BLove,Link_SalesCenter_Servicer_,/Data Servicing/Z_OLD_DAILY_ACCT_DATA_MGT/Link_SalesCenter_Servicer_,Query,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES,CONCORD_PROJECT_CODES,DBO
DKwasney,The Portfolio Roll Query - NEW,/Accounting/Financial Services Accounting/The Portfolio Roll Query - NEW,Port Roll R_Servicer,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES,CONCORD_PROJECT_CODES,DBO
DSchetter,All active Concord Bankruptcy to SWORD,/Financial Services/Loss Mitigation/All active Concord Bankruptcy to SWORD,Query,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES,CONCORD_PROJECT_CODES,DBO
DSchetter,Bankruptcy Queue,/Financial Services/Loss Mitigation/Bankruptcy Queue,Query,DRISQLC_FinReporting,hyperion_svc,DBO.CONCORD_PROJECT_CODES,CONCORD_PROJECT_CODES,DBO
DSchetter,Bankruptcy Queue,/Financial Services/Loss Mitigation/Bankruptcy Queue,Query,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES,CONCORD_PROJECT_CODES,DBO
DSchetter,PIF Processing Information,/Financial Services/Sales Inventory/PIF Processing Information,Query,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES,CONCORD_PROJECT_CODES,DBO
EBantug,Soldier & Sailor Relief port10_NEW,/Financial Services/Portfolio/Soldier & Sailor Relief port10_NEW,Query,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES,CONCORD_PROJECT_CODES,DBO
jfrederickson,Atlas ACTIVE to CXL loan,/Financial Services/Central Contracts/Atlas ACTIVE to CXL loan,Query,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES,CONCORD_PROJECT_CODES,DBO
malvarenga,NEW Wrap Loans for review 032615,/Financial Services/Portfolio/Jobs Portfolio/_Harland Archive/NEW Wrap Loans for review 032615,Query5,FINREPORTINGPII,hyperion_svc,DBO.CONCORD_PROJECT_CODES,CONCORD_PROJECT_CODES,DBO
malvarenga,Wrap Loans for review,/Financial Services/Portfolio/Jobs Portfolio/Wrap Loans for review,Query5,FINREPORTINGPII,hyperion_svc,DBO.CONCORD_PROJECT_CODES,CONCORD_PROJECT_CODES,DBO
EBantug,Soldier & Sailor Relief port10_NEW,/Financial Services/Portfolio/Soldier & Sailor Relief port10_NEW,Query,SUNFIN,hyperion_svc,DBO.CONCORD_STATUS_CODES,CONCORD_STATUS_CODES,DBO
MLeyeza,Polo PIF Report Job_New,/Financial Services/Escrow/Jobs Escrow/Polo PIF Report Job_New,Query,SUNFIN,hyperion_svc,DBO.CONCORD_STATUS_CODES,CONCORD_STATUS_CODES,DBO
CrChow,Sampler Early Conversion Cancel,/Financial Services/Portfolio/Jobs Portfolio/Sampler Early Conversion Cancel,Query2,DRISQLC_FinReporting,hyperion_svc,DBO.CON_EXCEPTIONS,CON_EXCEPTIONS,DBO
CrChow,Sampler Early Conversion Cancel,/Financial Services/Portfolio/Jobs Portfolio/Sampler Early Conversion Cancel,Query3,DRISQLC_FinReporting,hyperion_svc,DBO.CON_EXCEPTIONS,CON_EXCEPTIONS,DBO
MLeyeza,SAMSD,/Financial Services/Central Contracts/Jobs Central Contracts/SAMSD,Query,DRISQLC_FinReporting,hyperion_svc,DBO.CON_EXCEPTIONS,CON_EXCEPTIONS,DBO
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query3,SUNFIN,hyperion_svc,DBO.CS_DEPOSIT_STATUS,CS_DEPOSIT_STATUS,DBO
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query3,SUNFIN,hyperion_svc,DBO.CS_DEPOSIT_STATUS_HISTORY,CS_DEPOSIT_STATUS_HISTORY,DBO
JeHodges,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query,SUNFIN,hyperion_svc,DBO.CS_INVENTORY_DISPLAY,CS_INVENTORY_DISPLAY,DBO
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query,SUNFIN,hyperion_svc,DBO.CS_INVENTORY_DISPLAY,CS_INVENTORY_DISPLAY,DBO
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query,SUNFIN,hyperion_svc,DBO.CS_PAYMENT_TIER,CS_PAYMENT_TIER,DBO
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query,SUNFIN,hyperion_svc,DBO.CS_RESERVATION,CS_RESERVATION,DBO
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query,SUNFIN,hyperion_svc,DBO.CS_RESERVATION_LEAD,CS_RESERVATION_LEAD,DBO
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query,SUNFIN,hyperion_svc,DBO.CS_STATUS,CS_STATUS,DBO
BHarris,DROwnerFamiliesAnalysisMaster.bqy,/Club Operations/PMR Data Conversion/DROwnerFamiliesAnalysisMaster.bqy,Query - Date 1,DRISQLC_FinReporting,hyperion_svc,DBO.DROWNERFAMILIESANALYSIS,DROWNERFAMILIESANALYSIS,DBO
BHarris,DROwnerFamiliesAnalysisMaster.bqy,/Club Operations/PMR Data Conversion/DROwnerFamiliesAnalysisMaster.bqy,Query - Date 2,DRISQLC_FinReporting,hyperion_svc,DBO.DROWNERFAMILIESANALYSIS,DROWNERFAMILIESANALYSIS,DBO
BHarris,atlas points monetization monthly,/Club Operations/Club Operations/atlas points monetization monthly,mbr benefit qry,DRISQLC_FinReporting,hyperion_svc,DBO.DSA_7YR_PTS_MONETIZATION,DSA_7YR_PTS_MONETIZATION,DBO
MarJang,atlas points monetization monthly,/Club Operations/Club Operations/atlas points monetization monthly,mbr benefit qry,DRISQLC_FinReporting,hyperion_svc,DBO.DSA_7YR_PTS_MONETIZATION,DSA_7YR_PTS_MONETIZATION,DBO
MLeyeza,Portfolio Aging by time zone - 010319,/Financial Services/Collections/Jobs Collections/Portfolio Aging by time zone - 010319,Query2,DRISQLC_FinReporting,hyperion_svc,DBO.DSA_AGING_BY_TZONE,DSA_AGING_BY_TZONE,DBO
MarJang,atlas points monetization monthly,/Club Operations/Club Operations/atlas points monetization monthly,mvl_brnd_pts,DRISQLC_FinReporting,hyperion_svc,DBO.DSA_BRND_CUR_PTS_ATLAS,DSA_BRND_CUR_PTS_ATLAS,DBO
APeterson,DEALS_THE_REPORT,/NMC/DEALS_THE_REPORT,Query ESSBASE,DRISQLC_FinReporting,hyperion_svc,DBO.ESSBASE_FLASHDATA,ESSBASE_FLASHDATA,DBO
APeterson,NMC ESSBASE VPG Flash by OPC,/NMC/NMC ESSBASE VPG Flash by OPC,Query ESSBASE,DRISQLC_FinReporting,hyperion_svc,DBO.ESSBASE_FLASHDATA,ESSBASE_FLASHDATA,DBO
BLove,WTT_WEEK,/_IT_MKT/ACXIOM/WTT/WTT_WEEK,Query ESSBASE,FINREPORTINGPII,hyperion_svc,DBO.ESSBASE_FLASHDATA,ESSBASE_FLASHDATA,DBO
MLeyeza,Conduit 2008_,/Data Servicing/Jobs Data Servicing/Conduit 2008_,Query LIT,FINREPORTINGPII,hyperion_svc,DBO.ESSBASE_FLASHDATA,ESSBASE_FLASHDATA,DBO
svchyperion,Z_DRI_SALES_TRANS,/_IT_MKT/DAILY/Z_DRI_SALES_TRANS,Query ESSBASE,FINREPORTINGPII,hyperion_svc,DBO.ESSBASE_FLASHDATA,ESSBASE_FLASHDATA,DBO
svchyperion,Z_ESSBASE_TRACK,/_IT_MKT/SWAT/Z_ESSBASE_TRACK,Query,FINREPORTINGPII,hyperion_svc,DBO.ESSBASE_FLASHDATA,ESSBASE_FLASHDATA,DBO
svchyperion,Z_ESSBASE_TRACK,/_IT_MKT/SWAT/Z_ESSBASE_TRACK,Query2,FINREPORTINGPII,hyperion_svc,DBO.ESSBASE_FLASHDATA,ESSBASE_FLASHDATA,DBO
ttrujillo,2016-2017 SAMPLER CONVERSION ESSBASE,/_IT_MKT/NAV/2016-2017 SAMPLER CONVERSION ESSBASE,Query ESSBASE,FINREPORTINGPII,hyperion_svc,DBO.ESSBASE_FLASHDATA,ESSBASE_FLASHDATA,DBO
nhegarty,EU Sales Report Main Query - AS OF DATEv2.bqy,/Accounting/UK_Accounting/Sales Reports/EU Sales Report Main Query - AS OF DATEv2.bqy,Q_MainQuery,DRISQLC_FinReporting,hyperion_svc,DBO.EU_CLOSING_COSTS,EU_CLOSING_COSTS,DBO
nhegarty,EU Sales Report Main Query - AS OF DATEv2.bqy,/Accounting/UK_Accounting/Sales Reports/EU Sales Report Main Query - AS OF DATEv2.bqy,Q_MainQuery,DRISQLC_FinReporting,hyperion_svc,DBO.EU_COMMSLS,EU_COMMSLS,DBO
