USER_NAME,OBJECT_NAME,OBJECT_PATH,QUERY_NAME,DATASOURCE,DB_USER,TABLE_NAME
RFregeau,QA TM Audit,/NMC/National Marketing Center/Rob/QA TM Audit/QA TM Audit,Staff qry,drimkt,hyperion_svc,#ALL
RFregeau,QA TM Audit,/NMC/National Marketing Center/Rob/QA TM Audit/QA TM Audit,Staff qry,drimkt,hyperion_svc,#ENDDATES
RFregeau,QA TM Audit,/NMC/National Marketing Center/Rob/QA TM Audit/QA TM Audit,Staff qry,drimkt,hyperion_svc,#STARTDATES
DoLong,DDH Awarded,/Financial Services/Billing/DDH Awarded,Query3,AUSLIVE,hyperion,AR_CLUB_GROUP
KCalmy,DDH Awarded,/Financial Services/Billing/DDH Awarded,Query2,AUSLIVE,hyperion,AR_CLUB_GROUP
KCalmy,DDH Awarded,/Financial Services/Billing/DDH Awarded,Query3,AUSLIVE,hyperion,AR_CLUB_GROUP
MarArdizzone,SegCount Test,/Yield Management/Inventory Ops/SegCount Test,Query,AUSLIVE,hyperion,ATLAS.ATL_SEGMENT_CHANGE_TYPE
SGarcia,PXP Transactions Today,/IT Implementation/Output Reports/PXP Transactions Today,Failed Swipe Yesterday,DRIATLASREPORT,hyperion,CCI.CCII_AUTH_RECORD
SGarcia,PXP Transactions v6.1,/IT Implementation/Output Reports/PXP Transactions v6.1,Detail Charts 10,DRIATLASREPORT,hyperion,CCI.CCII_AUTH_RECORD
SGarcia,PXP Transactions v6.1,/IT Implementation/Output Reports/PXP Transactions v6.1,Failed Swipe Yesterday,DRIATLASREPORT,hyperion,CCI.CCII_AUTH_RECORD
SGarcia,PXP Transactions v6.1,/IT Implementation/Output Reports/PXP Transactions v6.1,Failed Swipe week,DRIATLASREPORT,hyperion,CCI.CCII_AUTH_RECORD
DSchetter,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER
DSchetter,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER
KCalmy,CardX Trans Report,/IT QA/IT-Billing/Automated Jobs/CardX Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER
KCalmy,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER
KCalmy,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER
KCalmy,DRIAUSLIVE.oce,/Administrator/OCE files/DRIAUSLIVE.oce,Query,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER
KCalmy,DRIAUSLIVE.oce,/Administrator/OCE files/DRIAUSLIVE.oce,Query2,AUSLIVE,hyperion,CCI.CCIML_MERCHANT_NUMBER
DSchetter,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
DSchetter,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
EBantug,__MONTHLY BILLING PMT REPORT,/Financial Services/Payment Processing/__MONTHLY BILLING PMT REPORT,Query7,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
KCalmy,CardX Trans Report,/IT QA/IT-Billing/Automated Jobs/CardX Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
KCalmy,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
KCalmy,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
KCalmy,DRIAUSLIVE.oce,/Administrator/OCE files/DRIAUSLIVE.oce,Query,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
KCalmy,Pending Payments.bqy,/IT QA/IT-Billing/Pending Payments.bqy,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
KCalmy,When Payment Jobs Fail,/IT QA/IT-Billing/When Payment Jobs Fail,Query5,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
KCalmy,__AUTO DEBIT PMT REPORT,/IT QA/IT-Billing/Automated Jobs/__AUTO DEBIT PMT REPORT,Query2,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
KCalmy,__AUTO DEBIT PMT REPORT,/IT QA/IT-Billing/Automated Jobs/__AUTO DEBIT PMT REPORT,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
MLeyeza,Same Day Void – Possible Duplicate Payments - 091814,/Financial Services/Payment Processing/Jobs Payment Processing/Same Day Void – Possible Duplicate Payments - 091814,CC query,DRIATLASREPORT,hyperion,CCI.CCIT_AUTH_TRANS
MerDouglas,ACH and CC Failed Surepay Payments,/Financial Services/Collections/NLS ReWrite Review/ACH and CC Failed Surepay Payments,[Q1]Failed CC Surepay,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
MerDouglas,Table Exploration - Auto Debit,/Financial Services/Payment Processing/Surepay/Table Exploration - Auto Debit,Query2,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
MerDouglas,Table Exploration - Auto Debit,/Financial Services/Payment Processing/Surepay/Table Exploration - Auto Debit,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
MerDouglas,__AUTO DEBIT PMT REPORT.bqy,/Financial Services/Payment Processing/__AUTO DEBIT PMT REPORT.bqy,Query2,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
MerDouglas,__AUTO DEBIT PMT REPORT.bqy,/Financial Services/Payment Processing/__AUTO DEBIT PMT REPORT.bqy,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS
SGarcia,PXP Transactions Today,/IT Implementation/Output Reports/PXP Transactions Today,Failed Swipe Yesterday,DRIATLASREPORT,hyperion,CCI.CCIT_AUTH_TRANS
SGarcia,PXP Transactions v6.1,/IT Implementation/Output Reports/PXP Transactions v6.1,Detail Charts 10,DRIATLASREPORT,hyperion,CCI.CCIT_AUTH_TRANS
SGarcia,PXP Transactions v6.1,/IT Implementation/Output Reports/PXP Transactions v6.1,Failed Swipe Yesterday,DRIATLASREPORT,hyperion,CCI.CCIT_AUTH_TRANS
SGarcia,PXP Transactions v6.1,/IT Implementation/Output Reports/PXP Transactions v6.1,Failed Swipe week,DRIATLASREPORT,hyperion,CCI.CCIT_AUTH_TRANS
BHarris,BillingReminder-Club.bqy,/Club Operations/Club Operations/Club Operations - Las Vegas/BillingReminder-Club.bqy,Pending Payments,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_DETAILS
BHarris,BillingReminder-HOA.bqy,/Club Operations/Club Operations/Club Operations - Las Vegas/BillingReminder-HOA.bqy,Pending Payments,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_DETAILS
BHarris,PaymentProductivity.bqy,/Club Operations/Club Operations/Club Operations - Las Vegas/PaymentProductivity.bqy,Credit Card - Real Time,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_DETAILS
BHarris,PaymentsQuery.bqy,/Club Operations/PMR Data Conversion/PaymentsQuery.bqy,CC - Payments,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_DETAILS
DMarett,BillingReminder-Club.bqy,/Financial Services/Billing/BillingReminder-Club.bqy,Pending Payments,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_DETAILS
DMarett,BillingReminder-HOA.bqy,/Financial Services/Billing/BillingReminder-HOA.bqy,Pending Payments,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_DETAILS
DSchetter,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_RECEIPT
DSchetter,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_RECEIPT
KCalmy,CardX Trans Report,/IT QA/IT-Billing/Automated Jobs/CardX Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_RECEIPT
KCalmy,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_RECEIPT
KCalmy,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIT_AUTH_TRANS_RECEIPT
APeterson,S Transaction.bqy,/NMC/AP/S Transaction.bqy,CCIT Settle Query,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
APeterson,S Transaction.bqy,/NMC/AP/S Transaction.bqy,Query7,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
APeterson,VEN Winning Ways bbs,/NMC/VEN Winning Ways bbs,Query Transaction,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
DSchetter,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
DSchetter,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
KCalmy,CardX Trans Report,/IT QA/IT-Billing/Automated Jobs/CardX Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
KCalmy,Credit Card Trans Report,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
KCalmy,Credit Card Trans Report v3,/IT QA/IT-Billing/Automated Jobs/Credit Card Trans Report v3,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
KCalmy,DRIAUSLIVE.oce,/Administrator/OCE files/DRIAUSLIVE.oce,Query,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
KCalmy,Pending Payments.bqy,/IT QA/IT-Billing/Pending Payments.bqy,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
KCalmy,Sales Exception for no Surcharge,/IT QA/IT-Billing/Automated Jobs/Sales Exception for no Surcharge,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
KCalmy,Sales Exception for no Surcharge 20191212,/IT QA/IT-Billing/Automated Jobs/Sales Exception for no Surcharge 20191212,Query4,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
MerDouglas,Delinquency_LocatingMultipleClubGroups,/Financial Services/Payment Processing/Surepay/Delinquency_LocatingMultipleClubGroups,Query2,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
MerDouglas,Surepay - multiple payers on member level.bqy,/Financial Services/Payment Processing/Surepay - multiple payers on member level.bqy,Query2,AUSLIVE,hyperion,CCI.CCIT_SETTLE_TRANS
ALitton,Unit Upgrade Report v06.bqy,/Yield Management/Reservations/Power Users - Reservations/Unit Upgrade Report v06.bqy,Query3,DRIATLASREPORT,hyperion,CONVERT.MOD_SPECIAL_REQUESTS_DJ
ALitton,Unit Upgrade Report v06.bqy,/Yield Management/Reservations/Power Users - Reservations/Unit Upgrade Report v06.bqy,2.Upgrade Query,DRIATLASREPORT,hyperion,CONVERT.SPEC_CODE_MAPPING
ALitton,Unit Upgrade Report v06.bqy,/Yield Management/Reservations/Power Users - Reservations/Unit Upgrade Report v06.bqy,Query2,DRIATLASREPORT,hyperion,CONVERT.SPEC_CODE_MAPPING
SPostlethwaite,Transient Function Rule Report PRODUCTION,/Yield Management/Yield Management EU/System Setup/PRODUCTION/Transient Function Rule Report PRODUCTION,Query2,DRIATLASREPORT,hyperion,CONVERT.S_CL_CUSTOMER_STAGE
BHarris,RecoverySummarynew.bqy,/Club Operations/PMR Data Conversion/RecoverySummarynew.bqy,RUN LAST,AUSLIVE,hyperion,DATAWH.Z_DRI_ACXIOM_CUST_PROSPECT_NEW
yachavez,Legal Holds without Loans (by Lead ID),/Financial Services/DRFS/120 DPD Queries/Legal Holds without Loans (by Lead ID),Club Assessment 2019,DRISQLC_FinReporting,hyperion_svc,DBO.CF_BALANCES_BY_YEAR
MLeyeza,Billing SOLD Pts with no Mbr_Contr_Id_,/Data Servicing/Z_OLD_DAILY_ACCT_DATA_MGT/Billing SOLD Pts with no Mbr_Contr_Id_,Query,SUNFIN,hyperion_svc,DBO.CLUB_MEMBER_POINTS
BLove,Club Member Points CSV_,/Data Servicing/Z_OLD_DAILY_ACCT_DATA_MGT/Club Member Points CSV_,Query,SUNFIN,hyperion_svc,DBO.CLUB_MEMBER_POINTS_INV_PROJ
CrChow,Volume Moved Postdate Report,/Financial Services/Collections/Jobs Collections/Volume Moved Postdate Report,Query - Loans,DRISQLC_FinReporting,hyperion_svc,DBO.COL_POSTDATES_VOL_MOVED
DSchetter,Volume Moved Postdate Report,/Financial Services/Collections/Jobs Collections/Volume Moved Postdate Report,Query - Loans,DRISQLC_FinReporting,hyperion_svc,DBO.COL_POSTDATES_VOL_MOVED
CrChow,Volume Moved Postdate Report,/Financial Services/Collections/Jobs Collections/Volume Moved Postdate Report,Query - Club,DRISQLC_FinReporting,hyperion_svc,DBO.COL_POSTDATES_VOL_MOVED_HOA
CrChow,Volume Moved Postdate Report,/Financial Services/Collections/Jobs Collections/Volume Moved Postdate Report,Query - HOA,DRISQLC_FinReporting,hyperion_svc,DBO.COL_POSTDATES_VOL_MOVED_HOA
DSchetter,Volume Moved Postdate Report,/Financial Services/Collections/Jobs Collections/Volume Moved Postdate Report,Query - Club,DRISQLC_FinReporting,hyperion_svc,DBO.COL_POSTDATES_VOL_MOVED_HOA
DSchetter,Volume Moved Postdate Report,/Financial Services/Collections/Jobs Collections/Volume Moved Postdate Report,Query - HOA,DRISQLC_FinReporting,hyperion_svc,DBO.COL_POSTDATES_VOL_MOVED_HOA
BLove,99 ZZ_SWAT_Delq_Step1_PII_NOT,/_IT_MKT/HYPERION_ARCHIVE/99 ZZ_SWAT_Delq_Step1_PII_NOT,Query Loans,FINREPORTINGPII,hyperion_svc,DBO.CONCORD_CANCEL_REASON
CrChow,Atlas cancels,/Financial Services/Portfolio/Jobs Portfolio/Atlas cancels,Query3,DRISQLC_FinReporting,hyperion_svc,DBO.CONCORD_CANCEL_REASON
MLeyeza,LV Atlas Active to Cxl Loans 10082018,/Financial Services/DRFS/Jobs DRFS/LV Atlas Active to Cxl Loans 10082018,Query,DRISQLC_FinReporting,hyperion_svc,DBO.CONCORD_CANCEL_REASON
jfrederickson,Atlas ACTIVE to CXL loan,/Financial Services/Central Contracts/Atlas ACTIVE to CXL loan,Query,SUNFIN,hyperion_svc,DBO.CONCORD_CANCEL_REASON
malvarenga,NEW Wrap Loans for review 032615,/Financial Services/Portfolio/Jobs Portfolio/_Harland Archive/NEW Wrap Loans for review 032615,Query5,FINREPORTINGPII,hyperion_svc,DBO.CONCORD_CANCEL_REASON
malvarenga,Wrap Loans for review,/Financial Services/Portfolio/Jobs Portfolio/Wrap Loans for review,Query5,FINREPORTINGPII,hyperion_svc,DBO.CONCORD_CANCEL_REASON
BLove,Link_SalesCenter_Servicer_,/Data Servicing/Z_OLD_DAILY_ACCT_DATA_MGT/Link_SalesCenter_Servicer_,Query,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES
DKwasney,The Portfolio Roll Query - NEW,/Accounting/Financial Services Accounting/The Portfolio Roll Query - NEW,Port Roll R_Servicer,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES
DSchetter,All active Concord Bankruptcy to SWORD,/Financial Services/Loss Mitigation/All active Concord Bankruptcy to SWORD,Query,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES
DSchetter,Bankruptcy Queue,/Financial Services/Loss Mitigation/Bankruptcy Queue,Query,DRISQLC_FinReporting,hyperion_svc,DBO.CONCORD_PROJECT_CODES
DSchetter,Bankruptcy Queue,/Financial Services/Loss Mitigation/Bankruptcy Queue,Query,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES
DSchetter,PIF Processing Information,/Financial Services/Sales Inventory/PIF Processing Information,Query,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES
EBantug,Soldier & Sailor Relief port10_NEW,/Financial Services/Portfolio/Soldier & Sailor Relief port10_NEW,Query,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES
jfrederickson,Atlas ACTIVE to CXL loan,/Financial Services/Central Contracts/Atlas ACTIVE to CXL loan,Query,SUNFIN,hyperion_svc,DBO.CONCORD_PROJECT_CODES
malvarenga,NEW Wrap Loans for review 032615,/Financial Services/Portfolio/Jobs Portfolio/_Harland Archive/NEW Wrap Loans for review 032615,Query5,FINREPORTINGPII,hyperion_svc,DBO.CONCORD_PROJECT_CODES
malvarenga,Wrap Loans for review,/Financial Services/Portfolio/Jobs Portfolio/Wrap Loans for review,Query5,FINREPORTINGPII,hyperion_svc,DBO.CONCORD_PROJECT_CODES
EBantug,Soldier & Sailor Relief port10_NEW,/Financial Services/Portfolio/Soldier & Sailor Relief port10_NEW,Query,SUNFIN,hyperion_svc,DBO.CONCORD_STATUS_CODES
MLeyeza,Polo PIF Report Job_New,/Financial Services/Escrow/Jobs Escrow/Polo PIF Report Job_New,Query,SUNFIN,hyperion_svc,DBO.CONCORD_STATUS_CODES
CrChow,Sampler Early Conversion Cancel,/Financial Services/Portfolio/Jobs Portfolio/Sampler Early Conversion Cancel,Query2,DRISQLC_FinReporting,hyperion_svc,DBO.CON_EXCEPTIONS
CrChow,Sampler Early Conversion Cancel,/Financial Services/Portfolio/Jobs Portfolio/Sampler Early Conversion Cancel,Query3,DRISQLC_FinReporting,hyperion_svc,DBO.CON_EXCEPTIONS
MLeyeza,SAMSD,/Financial Services/Central Contracts/Jobs Central Contracts/SAMSD,Query,DRISQLC_FinReporting,hyperion_svc,DBO.CON_EXCEPTIONS
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query3,SUNFIN,hyperion_svc,DBO.CS_DEPOSIT_STATUS
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query3,SUNFIN,hyperion_svc,DBO.CS_DEPOSIT_STATUS_HISTORY
JeHodges,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query,SUNFIN,hyperion_svc,DBO.CS_INVENTORY_DISPLAY
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query,SUNFIN,hyperion_svc,DBO.CS_INVENTORY_DISPLAY
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query,SUNFIN,hyperion_svc,DBO.CS_PAYMENT_TIER
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query,SUNFIN,hyperion_svc,DBO.CS_RESERVATION
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query,SUNFIN,hyperion_svc,DBO.CS_RESERVATION_LEAD
asalgado,THE Club Select Inventory Display version 06-07-10,/Yield Management/Club Inventory US/THE Club Select Inventory Display version 06-07-10,Query,SUNFIN,hyperion_svc,DBO.CS_STATUS
BHarris,DROwnerFamiliesAnalysisMaster.bqy,/Club Operations/PMR Data Conversion/DROwnerFamiliesAnalysisMaster.bqy,Query - Date 1,DRISQLC_FinReporting,hyperion_svc,DBO.DROWNERFAMILIESANALYSIS
BHarris,DROwnerFamiliesAnalysisMaster.bqy,/Club Operations/PMR Data Conversion/DROwnerFamiliesAnalysisMaster.bqy,Query - Date 2,DRISQLC_FinReporting,hyperion_svc,DBO.DROWNERFAMILIESANALYSIS
BHarris,atlas points monetization monthly,/Club Operations/Club Operations/atlas points monetization monthly,mbr benefit qry,DRISQLC_FinReporting,hyperion_svc,DBO.DSA_7YR_PTS_MONETIZATION
MarJang,atlas points monetization monthly,/Club Operations/Club Operations/atlas points monetization monthly,mbr benefit qry,DRISQLC_FinReporting,hyperion_svc,DBO.DSA_7YR_PTS_MONETIZATION
MLeyeza,Portfolio Aging by time zone - 010319,/Financial Services/Collections/Jobs Collections/Portfolio Aging by time zone - 010319,Query2,DRISQLC_FinReporting,hyperion_svc,DBO.DSA_AGING_BY_TZONE
MarJang,atlas points monetization monthly,/Club Operations/Club Operations/atlas points monetization monthly,mvl_brnd_pts,DRISQLC_FinReporting,hyperion_svc,DBO.DSA_BRND_CUR_PTS_ATLAS
APeterson,DEALS_THE_REPORT,/NMC/DEALS_THE_REPORT,Query ESSBASE,DRISQLC_FinReporting,hyperion_svc,DBO.ESSBASE_FLASHDATA
APeterson,NMC ESSBASE VPG Flash by OPC,/NMC/NMC ESSBASE VPG Flash by OPC,Query ESSBASE,DRISQLC_FinReporting,hyperion_svc,DBO.ESSBASE_FLASHDATA
BLove,WTT_WEEK,/_IT_MKT/ACXIOM/WTT/WTT_WEEK,Query ESSBASE,FINREPORTINGPII,hyperion_svc,DBO.ESSBASE_FLASHDATA
MLeyeza,Conduit 2008_,/Data Servicing/Jobs Data Servicing/Conduit 2008_,Query LIT,FINREPORTINGPII,hyperion_svc,DBO.ESSBASE_FLASHDATA
svchyperion,Z_DRI_SALES_TRANS,/_IT_MKT/DAILY/Z_DRI_SALES_TRANS,Query ESSBASE,FINREPORTINGPII,hyperion_svc,DBO.ESSBASE_FLASHDATA
svchyperion,Z_ESSBASE_TRACK,/_IT_MKT/SWAT/Z_ESSBASE_TRACK,Query,FINREPORTINGPII,hyperion_svc,DBO.ESSBASE_FLASHDATA
svchyperion,Z_ESSBASE_TRACK,/_IT_MKT/SWAT/Z_ESSBASE_TRACK,Query2,FINREPORTINGPII,hyperion_svc,DBO.ESSBASE_FLASHDATA
ttrujillo,2016-2017 SAMPLER CONVERSION ESSBASE,/_IT_MKT/NAV/2016-2017 SAMPLER CONVERSION ESSBASE,Query ESSBASE,FINREPORTINGPII,hyperion_svc,DBO.ESSBASE_FLASHDATA
nhegarty,EU Sales Report Main Query - AS OF DATEv2.bqy,/Accounting/UK_Accounting/Sales Reports/EU Sales Report Main Query - AS OF DATEv2.bqy,Q_MainQuery,DRISQLC_FinReporting,hyperion_svc,DBO.EU_CLOSING_COSTS
nhegarty,EU Sales Report Main Query - AS OF DATEv2.bqy,/Accounting/UK_Accounting/Sales Reports/EU Sales Report Main Query - AS OF DATEv2.bqy,Q_MainQuery,DRISQLC_FinReporting,hyperion_svc,DBO.EU_COMMSLS
nhegarty,EU Sales Report Main Query - AS OF DATEv2.bqy,/Accounting/UK_Accounting/Sales Reports/EU Sales Report Main Query - AS OF DATEv2.bqy,Q_MainQuery,DRISQLC_FinReporting,hyperion_svc,DBO.EU_FDI_OTHERS
nhegarty,EU Sales Report Main Query - AS OF DATEv2.bqy,/Accounting/UK_Accounting/Sales Reports/EU Sales Report Main Query - AS OF DATEv2.bqy,Query,DRISQLC_FinReporting,hyperion_svc,DBO.EU_FDI_OTHERS
nhegarty,EU Sales Report Main Query - AS OF DATEv2.bqy,/Accounting/UK_Accounting/Sales Reports/EU Sales Report Main Query - AS OF DATEv2.bqy,Q_MainQuery,DRISQLC_FinReporting,hyperion_svc,DBO.EU_SALES_REPORTS_CONTR_INFO
GrJohnson,Z_WIA,/Data Servicing/Z_OLD_DAILY_ACCT_DATA_MGT/Z_WIA,Query Seller Paid,SUNFIN,hyperion_svc,DBO.FDI_CHOICE
mulloa,FP5537 - Debt Waiver.bqy,/Data Servicing/Mario/Footprints/FP5537 - Debt Waiver.bqy,[Q] Pull DW pop & Loan Info,DRISQLC_FinReporting,hyperion_svc,DBO.FDI_CHOICE
BLove,BRIOSHARE_Tables_not_updating_,/Data Servicing/Z_OLD_DAILY_ACCT_DATA_MGT/BRIOSHARE_Tables_not_updating_,Query,SUNFIN,hyperion_svc,DBO.FICO_SCORE_CONSOLIDATED_REFRESH
BLove,FICO SCORE_Consolidated_,/Data Servicing/Z_OLD_DAILY_ACCT_DATA_MGT/FICO SCORE_Consolidated_,Query,DRISQLC_FinReporting,hyperion_svc,DBO.FICO_SCORE_CONSOLIDATED_REFRESH
KCalmy,DRISQLC_FinReporting.oce,/Administrator/OCE files/DRISQLC_FinReporting.oce,Query,DRISQLC_FinReporting,hyperion_svc,DBO.FICO_SCORE_CONSOLIDATED_REFRESH
RoRemak,Origination Over 75K Exposure,/Financial Services/DRFS/120 DPD Queries/Origination Over 75K Exposure,Origination Month End Balance,DRISQLC_FinReporting,hyperion_svc,DBO.FICO_SCORE_CONSOLIDATED_REFRESH
RoRemak,Origination Over 75K Exposure,/Financial Services/DRFS/120 DPD Queries/Origination Over 75K Exposure,Origination>75K exposure,DRISQLC_FinReporting,hyperion_svc,DBO.FICO_SCORE_CONSOLIDATED_REFRESH
TKrueger,FICO SCORE_Consolidated_,/Data Servicing/Z_OLD_DAILY_ACCT_DATA_MGT/FICO SCORE_Consolidated_,Query,DRISQLC_FinReporting,hyperion_svc,DBO.FICO_SCORE_CONSOLIDATED_REFRESH
dradford,Sampler Portfolio Stats & Aging 120DPD,/Financial Services/DRFS/Sampler/Sampler Portfolio Stats & Aging 120DPD,Portfolios Aging & Stats,DRISQLC_FinReporting,hyperion_svc,DBO.FICO_SCORE_CONSOLIDATED_REFRESH
maream,Origination Over 75K Exposure,/Financial Services/DRFS/120 DPD Queries/Origination Over 75K Exposure,Origination Month End Balance,DRISQLC_FinReporting,hyperion_svc,DBO.FICO_SCORE_CONSOLIDATED_REFRESH
maream,Origination Over 75K Exposure,/Financial Services/DRFS/120 DPD Queries/Origination Over 75K Exposure,Origination>75K exposure,DRISQLC_FinReporting,hyperion_svc,DBO.FICO_SCORE_CONSOLIDATED_REFRESH
maream,Sampler Portfolio Stats & Aging 120DPD,/Financial Services/DRFS/Sampler/Sampler Portfolio Stats & Aging 120DPD,Portfolios Aging & Stats,DRISQLC_FinReporting,hyperion_svc,DBO.FICO_SCORE_CONSOLIDATED_REFRESH
yachavez,Origination Over 75K Exposure,/Financial Services/DRFS/120 DPD Queries/Origination Over 75K Exposure,Origination>75K exposure,DRISQLC_FinReporting,hyperion_svc,DBO.FICO_SCORE_CONSOLIDATED_REFRESH
LPoling,392-Credit Bureau History for Closed Loans.bqy,/Financial Services/Portfolio/392-Credit Bureau History for Closed Loans.bqy,Query,DRISQLC_FinReporting,hyperion_svc,DBO.HAR_CREDITREPORT_STAT
SaMorales,392-Credit Bureau History for Closed Loans.bqy,/Financial Services/Portfolio/392-Credit Bureau History for Closed Loans.bqy,Query,DRISQLC_FinReporting,hyperion_svc,DBO.HAR_CREDITREPORT_STAT
LPoling,392-Credit Bureau History for Closed Loans.bqy,/Financial Services/Portfolio/392-Credit Bureau History for Closed Loans.bqy,Query,DRISQLC_FinReporting,hyperion_svc,DBO.HAR_CREDIT_STAT
SaMorales,392-Credit Bureau History for Closed Loans.bqy,/Financial Services/Portfolio/392-Credit Bureau History for Closed Loans.bqy,Query,DRISQLC_FinReporting,hyperion_svc,DBO.HAR_CREDIT_STAT
