USER_NAME,OBJECT_NAME,OBJECT_PATH,QUERY_NAME,DATASOURCE,DB_USER,TABLE_NAME
BLove,NMCL_LEADS_SWEEPS_PII_MIX,/_IT_MKT/SWAT/NMCL_LEADS_SWEEPS_PII_MIX,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_INTERNAL_DNC_SUNFIN
BLove,NMCL_PAST_STAY_NO TOUR_PRELIM_SELECT,/_IT_MKT/SWAT/NMCL_PAST_STAY_NO TOUR_PRELIM_SELECT,Query_INTERNAL_DNC,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_INTERNAL_DNC_SUNFIN
BLove,NMCL_PUR_LEAD58.FRESH_SAMSON_PII_MIX,/_IT_MKT/SWAT/NMCL_PUR_LEAD58.FRESH_SAMSON_PII_MIX,Query INTERNAL DNC,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_INTERNAL_DNC_SUNFIN
ttrujillo,NMO THE WATERFALL,/_IT_MKT/SWAT/NMO THE WATERFALL,Query NMO OWNNER TYPE,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_INTERNAL_DNC_SUNFIN
ttrujillo,OWNER TAC THE WATERFALL,/_IT_MKT/SWAT/OWNER TAC THE WATERFALL,Query NMO OWNNER TYPE,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_INTERNAL_DNC_SUNFIN
svchyperion,Z_LEADS_SWEEPS_PII_MIX,/_IT_MKT/SWAT/Z_LEADS_SWEEPS_PII_MIX,Query EMAIL,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWNER_PHONE_EMAIL
svchyperion,Z_LEADS_SWEEPS_PII_MIX,/_IT_MKT/SWAT/Z_LEADS_SWEEPS_PII_MIX,Query LEAD PH,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWNER_PHONE_EMAIL
BLove,NMCL_ILX_OWN_PII_MIX,/_IT_MKT/SWAT/NMCL_ILX_OWN_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_INVENTORY_INDIV_ID
BLove,NMCL_OWN_EU_Z_PHONE,/_IT_MKT/EU/NMCL_OWN_EU_Z_PHONE,Query SunFin,SUNFIN,hyperion_svc,DBO.Z_DRI_OWN_MEM_INVENTORY_INDIV_ID
BLove,NMCL_OWN_TEMPUS_PII_MIX,/_IT_MKT/SWAT/NMCL_OWN_TEMPUS_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_INVENTORY_INDIV_ID
ttrujillo,NMCL_OWN_MEM_PII_MIX,/_IT_MKT/SWAT/NMCL_OWN_MEM_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_INVENTORY_INDIV_ID
BLove,NMCL_ILX_OWN_PII_MIX,/_IT_MKT/SWAT/NMCL_ILX_OWN_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_INVENTORY_INDIV_ID_AFF
BLove,NMCL_OWN_EU_Z_PHONE,/_IT_MKT/EU/NMCL_OWN_EU_Z_PHONE,Query SunFin,SUNFIN,hyperion_svc,DBO.Z_DRI_OWN_MEM_INVENTORY_INDIV_ID_AFF
BLove,NMCL_OWN_TEMPUS_PII_MIX,/_IT_MKT/SWAT/NMCL_OWN_TEMPUS_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_INVENTORY_INDIV_ID_AFF
ttrujillo,NMCL_OWN_MEM_PII_MIX,/_IT_MKT/SWAT/NMCL_OWN_MEM_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_INVENTORY_INDIV_ID_AFF
BLove,NMCL_ACXIOM_PROS_FPS_PII_MIX,/_IT_MKT/SWAT/NMCL_ACXIOM_PROS_FPS_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,NMCL_ILX_OWN_PII_MIX,/_IT_MKT/SWAT/NMCL_ILX_OWN_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,NMCL_LEADS_SWEEPS_PII_MIX,/_IT_MKT/SWAT/NMCL_LEADS_SWEEPS_PII_MIX,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,NMCL_OWN_EU_Z_PHONE,/_IT_MKT/EU/NMCL_OWN_EU_Z_PHONE,Query SunFin,SUNFIN,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,NMCL_OWN_TEMPUS_PII_MIX,/_IT_MKT/SWAT/NMCL_OWN_TEMPUS_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,NMCL_PUR_LEAD58.FRESH_SAMSON_PII_MIX,/_IT_MKT/SWAT/NMCL_PUR_LEAD58.FRESH_SAMSON_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,NMCL_REFERRAL_EU_PII_MIX,/_IT_MKT/EU/NMCL_REFERRAL_EU_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,NMCL_SHOWCASE_NO_SHOW_PII_MIX,/_IT_MKT/SWAT/NMCL_SHOWCASE_NO_SHOW_PII_MIX,Query SunFin PREARRIVAL,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,NMCL_TNB_EU_PII_MIX,/_IT_MKT/SWAT/NMCL_TNB_EU_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,NMCL_TO_ACTIVATE NEW FEB22 2012_NON OWNER TAC_PII_MIX,/_IT_MKT/SWAT/NMCL_TO_ACTIVATE NEW FEB22 2012_NON OWNER TAC_PII_MIX,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,NMCL_WEB_LEADS_WITHOUT_BOOKING_PII_MIX,/_IT_MKT/SWAT/NMCL_WEB_LEADS_WITHOUT_BOOKING_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,USA_OWNER_REFERRAL_YOY,/ORL_REFERRAL/USA_OWNER_REFERRAL_YOY,Query OWN TOUR,DRISQLC_FinReporting,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,Z_DRI_ALL_LAST_RESV_ROLLUP AXNEW,/_IT_MKT/ACXIOM/Z_DRI_ALL_LAST_RESV_ROLLUP AXNEW,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,Z_DRI_ALL_LAST_TOUR_ROLLUP AXNEW,/_IT_MKT/ACXIOM/Z_DRI_ALL_LAST_TOUR_ROLLUP AXNEW,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
KKurtz,NMCL_TNB_Z_PII_MIX,/_IT_MKT/SWAT/NMCL_TNB_Z_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
svchyperion,Z_DRI_OWN_MEM_TOUR_ROLLUP_NEW AXNEW,/_IT_MKT/ACXIOM/Z_DRI_OWN_MEM_TOUR_ROLLUP_NEW AXNEW,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
svchyperion,Z_DRI_OWN_MEM_TOUR_ROLLUP_NEW_TEMPUS AXNEW,/_IT_MKT/ACXIOM/Z_DRI_OWN_MEM_TOUR_ROLLUP_NEW_TEMPUS AXNEW,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
svchyperion,Z_DRI_OWN_MEM_TOUR_ROLLUP_TRAD_OWNERS,/_IT_MKT/ACXIOM/Z_DRI_OWN_MEM_TOUR_ROLLUP_TRAD_OWNERS,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
svchyperion,Z_LEADS_SWEEPS_PII_MIX,/_IT_MKT/SWAT/Z_LEADS_SWEEPS_PII_MIX,Query PH APPEND,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
svchyperion,Z_OREF_OWN_LAST_18MOS,/_IT_MKT/SWAT/Z_OREF_OWN_LAST_18MOS,Query to get GROSS,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
svchyperion,Z_SNT_TEST_DNC_PII_NOT,/_IT_MKT/SWAT/Z_SNT_TEST_DNC_PII_NOT,Query2,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
ttrujillo,EQUITY Room rate rentals with ARRIVAL Scores_PII_MIX,/_IT_MKT/SWAT/EQUITY Room rate rentals with ARRIVAL Scores_PII_MIX,Query COMBO Final,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
ttrujillo,NMCL_OWN_MEM_PII_MIX,/_IT_MKT/SWAT/NMCL_OWN_MEM_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
ttrujillo,NMCL_PAST_STAY_NO TOUR_EU_Z_PHONE,/_IT_MKT/EU/NMCL_PAST_STAY_NO TOUR_EU_Z_PHONE,Query2,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
ttrujillo,NMCL_PUR_LEAD58_PII_MIX,/_IT_MKT/SWAT/NMCL_PUR_LEAD58_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
ttrujillo,OWNER TAC THE WATERFALL,/_IT_MKT/SWAT/OWNER TAC THE WATERFALL,Query NMO OWNNER TYPE,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
ttrujillo,THE_OWNER KITS 2012 AXNEW,/_IT_MKT/ACXIOM/THE_OWNER KITS 2012 AXNEW,Query ADDR,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
ttrujillo,Z_TAC_NON_OWNER_TO_BOOK_PII_NOT,/_IT_MKT/SWAT/Z_TAC_NON_OWNER_TO_BOOK_PII_NOT,Query TAC 1,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
ttrujillo,Z_TAC_OWNER_TO_BOOK AXNEW_PII_NOT,/_IT_MKT/SWAT/Z_TAC_OWNER_TO_BOOK AXNEW_PII_NOT,Query TAC 1,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
ttrujillo,Z_TAC_OWNER_TO_BOOK AXNEW_PII_NOT,/_IT_MKT/SWAT/Z_TAC_OWNER_TO_BOOK AXNEW_PII_NOT,Query TAC 2,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID
BLove,NMCL_REFERRAL_EU_PII_MIX,/_IT_MKT/EU/NMCL_REFERRAL_EU_PII_MIX,Query FIN RPT,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID_EU
BLove,NMCL_REFERRAL_EU_PII_MIX,/_IT_MKT/EU/NMCL_REFERRAL_EU_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID_EU
BLove,NMCL_REFERRAL_EU_PII_MIX,/_IT_MKT/EU/NMCL_REFERRAL_EU_PII_MIX,Query TPS_HM,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID_EU
BLove,NMCL_REFERRAL_EU_PII_MIX,/_IT_MKT/EU/NMCL_REFERRAL_EU_PII_MIX,Query TPS_MPH,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID_EU
BLove,NMCL_REFERRAL_EU_PII_MIX,/_IT_MKT/EU/NMCL_REFERRAL_EU_PII_MIX,Query TPS_WPH,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID_EU
BLove,NMCL_TNB_EU_PII_MIX,/_IT_MKT/SWAT/NMCL_TNB_EU_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID_EU
BLove,OREF-SPIFF_EU 2016,/ORL_REFERRAL/OREF-SPIFF_EU 2016,Query2,DRISQLC_FinReporting,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID_EU
svchyperion,Z_DRI_OWN_MEM_TOUR_ROLLUP_NEW_EU AXNEW,/_IT_MKT/ACXIOM/Z_DRI_OWN_MEM_TOUR_ROLLUP_NEW_EU AXNEW,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID_EU
svchyperion,Z_LEADS_SWEEPS_PII_MIX,/_IT_MKT/SWAT/Z_LEADS_SWEEPS_PII_MIX,Query PH APPEND,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID_EU
ttrujillo,NMCL_PAST_STAY_NO TOUR_EU_Z_PHONE,/_IT_MKT/EU/NMCL_PAST_STAY_NO TOUR_EU_Z_PHONE,Query2,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_LEAD_ID_EU
BLove,NMCL_ILX_OWN_PII_MIX,/_IT_MKT/SWAT/NMCL_ILX_OWN_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ
BLove,NMCL_OWN_EU_Z_PHONE,/_IT_MKT/EU/NMCL_OWN_EU_Z_PHONE,Query SunFin,SUNFIN,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ
BLove,NMCL_OWN_TEMPUS_PII_MIX,/_IT_MKT/SWAT/NMCL_OWN_TEMPUS_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ
ttrujillo,NMCL_OWN_MEM_PII_MIX,/_IT_MKT/SWAT/NMCL_OWN_MEM_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ
ttrujillo,NMO THE WATERFALL,/_IT_MKT/SWAT/NMO THE WATERFALL,Query NMO OWNNER TYPE,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ
BLove,99 ZZ_SWAT_Delq_Step1_PII_NOT,/_IT_MKT/HYPERION_ARCHIVE/99 ZZ_SWAT_Delq_Step1_PII_NOT,Query Club,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE
BLove,99 ZZ_SWAT_Delq_Step1_PII_NOT,/_IT_MKT/HYPERION_ARCHIVE/99 ZZ_SWAT_Delq_Step1_PII_NOT,Query MFee,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE
BLove,NMCL_OWN_EU_Z_PHONE,/_IT_MKT/EU/NMCL_OWN_EU_Z_PHONE,Query SunFin,SUNFIN,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE
BLove,NMCL_OWN_TEMPUS_PII_MIX,/_IT_MKT/SWAT/NMCL_OWN_TEMPUS_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE
BLove,NMCL_TO_ACTIVATE NEW FEB22 2012_NON OWNER TAC_PII_MIX,/_IT_MKT/SWAT/NMCL_TO_ACTIVATE NEW FEB22 2012_NON OWNER TAC_PII_MIX,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE
ttrujillo,NMCL_ILX_OWN_REVISIT_PII_MIX,/_IT_MKT/SWAT/NMCL_ILX_OWN_REVISIT_PII_MIX,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE
ttrujillo,NMCL_OWN_MEM_PII_MIX,/_IT_MKT/SWAT/NMCL_OWN_MEM_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE
BLove,DIRECT_SALES_NON_CSV_RELCASS_20160407,/_IT_MKT/DIRECT_SALES/DIRECT_SALES_NON_CSV_RELCASS_20160407,Query GROSS,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
BLove,NMCL_OWN_EU_Z_PHONE,/_IT_MKT/EU/NMCL_OWN_EU_Z_PHONE,Query SunFin,SUNFIN,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_01,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_01,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_02,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_02,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_03,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_03,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_04,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_04,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_05,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_05,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_06,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_06,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_07,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_07,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_08,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_08,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_09,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_09,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_10,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_10,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_11,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_11,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_12,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_12,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_13,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_13,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_14,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_14,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_15,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_15,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_16,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_16,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_17,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_17,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_18,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_18,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
sfeiler,ACXIOM_ATRIBUTES_EXACT_TARGET_19,/_IT_MKT/ACXIOM/ACXIOM_ATRIBUTES_EXACT_TARGET_19,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_ALL_CUR
BLove,Z_DELQ_5000,/_IT_MKT/HYPERION_ARCHIVE/Z_DELQ_5000,Query FEES,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_WITH_CUR_YR
ttrujillo,NMO THE WATERFALL,/_IT_MKT/SWAT/NMO THE WATERFALL,Query NMO OWNNER TYPE,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_AUSLIVE_WITH_CUR_YR
ttrujillo,NMCL_ILX_OWN_REVISIT_PII_MIX,/_IT_MKT/SWAT/NMCL_ILX_OWN_REVISIT_PII_MIX,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_ROLLUP_DELQ_PRIOR_YEARS
BLove,NMCL_NON_OWNER_REFERRAL_SAMSON,/_IT_MKT/SWAT/NMCL_NON_OWNER_REFERRAL_SAMSON,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_TOUR_ROLLUP
BLove,NMCL_REFERRAL_PII_NOT,/_IT_MKT/SWAT/NMCL_REFERRAL_PII_NOT,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_TOUR_ROLLUP
BLove,NMCL_ILX_OWN_PII_MIX,/_IT_MKT/SWAT/NMCL_ILX_OWN_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_TOUR_ROLLUP_ALL_LEADS
BLove,NMCL_NON_OWNER_REFERRAL_SAMSON,/_IT_MKT/SWAT/NMCL_NON_OWNER_REFERRAL_SAMSON,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_TOUR_ROLLUP_ALL_LEADS
BLove,NMCL_OWN_EU_Z_PHONE,/_IT_MKT/EU/NMCL_OWN_EU_Z_PHONE,Query SunFin,SUNFIN,hyperion_svc,DBO.Z_DRI_OWN_MEM_TOUR_ROLLUP_ALL_LEADS
BLove,NMCL_OWN_TEMPUS_PII_MIX,/_IT_MKT/SWAT/NMCL_OWN_TEMPUS_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_TOUR_ROLLUP_ALL_LEADS
BLove,NMCL_REFERRAL_PII_NOT,/_IT_MKT/SWAT/NMCL_REFERRAL_PII_NOT,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_TOUR_ROLLUP_ALL_LEADS
ttrujillo,NMCL_OWN_MEM_PII_MIX,/_IT_MKT/SWAT/NMCL_OWN_MEM_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_TOUR_ROLLUP_ALL_LEADS
BLove,NMCL_REFERRAL_EU_PII_MIX,/_IT_MKT/EU/NMCL_REFERRAL_EU_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_TOUR_ROLLUP_ALL_LEADS_EU
BLove,NMCL_REFERRAL_EU_PII_MIX,/_IT_MKT/EU/NMCL_REFERRAL_EU_PII_MIX,Query SunFin,FINREPORTINGPII,hyperion_svc,DBO.Z_DRI_OWN_MEM_TOUR_ROLLUP_EU
BLove,OREF-SPIFF_EU 2016,/ORL_REFERRAL/OREF-SPIFF_EU 2016,Query SALES PRELIM,DRISQLC_FinReporting,hyperion_svc,DBO.Z_DRI_SALES_TRANS
BLove,OREF-SPIFF_EU 2016,/ORL_REFERRAL/OREF-SPIFF_EU 2016,Query TRANS,DRISQLC_FinReporting,hyperion_svc,DBO.Z_DRI_SALES_TRANS
ttrujillo,NMCL_ILX_OWN_REVISIT_PII_MIX,/_IT_MKT/SWAT/NMCL_ILX_OWN_REVISIT_PII_MIX,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_ILX_RED
sfeiler,Leads to MERGE AXNEW_PII_NOT,/_IT_MKT/ACXIOM/Leads to MERGE AXNEW_PII_NOT,Query Final,FINREPORTINGPII,hyperion_svc,DBO.Z_INTRAWEST_LEADS
BLove,NMCL_LEADS_SWEEPS_PII_MIX,/_IT_MKT/SWAT/NMCL_LEADS_SWEEPS_PII_MIX,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_LEADS_SWEEPS
BLove,NMCL_LEADS_SWEEPS_PII_MIX,/_IT_MKT/SWAT/NMCL_LEADS_SWEEPS_PII_MIX,Query CURRENTLY IN CONSOL GROSS,FINREPORTINGPII,hyperion_svc,DBO.Z_LEADS_SWEEPS
BLove,NMCL_LEADS_SWEEPS_SAMSON_20161212,/_IT_MKT/SWAT/NMCL_LEADS_SWEEPS_SAMSON_20161212,Query,FINREPORTINGPII,hyperion_svc,DBO.Z_LEADS_SWEEPS
sfeiler,Leads to MERGE AXNEW_PII_NOT,/_IT_MKT/ACXIOM/Leads to MERGE AXNEW_PII_NOT,Query Final,FINREPORTINGPII,hyperion_svc,DBO.Z_LEADS_SWEEPS
